,tweetid,created_at,user_name,text,favourite_count,retweet_count,location,hashtags,nb_sentiment,nb_pos,nb_neg,pattern_polarity,pattern_subj,pattern_pos,Vader_scores,sentiment
2018,1.3067e+18,9/17/2020 21:14,lewjones501,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Wales, UK",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2019,1.3067e+18,9/17/2020 21:14,hectoralanis00,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Monterrey, Nuevo León",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2020,1.3067e+18,9/17/2020 21:14,PATELforAAP,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2021,1.3067e+18,9/17/2020 21:14,Robertosm_,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2022,1.3067e+18,9/17/2020 21:14,ElCuidaEbrios,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2023,1.3067e+18,9/17/2020 21:13,WillNelson___,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Wall St Casino ,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2024,1.3067e+18,9/17/2020 21:12,joshubarefield1,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Tennessee, USA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2025,1.3067e+18,9/17/2020 21:11,Lilo_Del_Rey,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Riverside, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2026,1.3067e+18,9/17/2020 21:11,NewDeus,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Bretagne, France",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2027,1.3067e+18,9/17/2020 21:10,Jaunleroux,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Kleinmond, South Africa",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2028,1.3067e+18,9/17/2020 21:09,WCSC13,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2029,1.3067e+18,9/17/2020 21:08,SinfulCastillo,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2030,1.3067e+18,9/17/2020 21:07,BaasKv,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2031,1.3067e+18,9/17/2020 21:07,EmilioAMelendez,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,san miguel,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2032,1.3067e+18,9/17/2020 21:07,DoryDom,b'RT mrfire When best time act? ElonMusk AchievementUnlocked thesecret loa inspiredaction joevitale Tesla',0,20,,ElonMusk AchievementUnlocked thesecret loa inspiredaction joevitale Tesla ,positive,0.5914399023524528,0.40856009764754697,1.0,0.3,1.0,0.6369,positive
2033,1.3067e+18,9/17/2020 21:07,alanrivas,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Bogotá, D.C., Colombia",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2034,1.3067e+18,9/17/2020 21:07,off_Socrate,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Grèce,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2035,1.3067e+18,9/17/2020 21:06,vapanduki,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2036,1.3067e+18,9/17/2020 21:06,J_Martiskainen,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Chicago, USA🇺🇸",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2037,1.3067e+18,9/17/2020 21:06,Claybrookszn,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2038,1.3067e+18,9/17/2020 21:06,andreatessera,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Planet earth,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2039,1.3067e+18,9/17/2020 21:05,captainmc21,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Bay Area CA,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2040,1.3067e+18,9/17/2020 21:05,Izzmaniac,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2041,1.3067e+18,9/17/2020 21:04,NotJosueZuniga,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2042,1.3067e+18,9/17/2020 21:02,chickenman45,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Los Angeles, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2043,1.3067e+18,9/17/2020 21:02,doyoulovemeyesi,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2044,1.3067e+18,9/17/2020 21:00,sbstnbrmmr,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2045,1.3067e+18,9/17/2020 21:00,iAM_ASFI,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Brooklyn,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2046,1.3067e+18,9/17/2020 21:00,Dharmesh_vi,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2047,1.3067e+18,9/17/2020 20:59,MattDiFazio27,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"New Jersey, USA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2048,1.3067e+18,9/17/2020 20:58,shelley_kasey,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2049,1.3067e+18,9/17/2020 20:58,CaplaziReto,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Switzerland,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2050,1.3067e+18,9/17/2020 20:58,jvbenini,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Barracão, Brasil",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2051,1.3067e+18,9/17/2020 20:57,SninCode,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Lagos, Nigeria",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2052,1.3067e+18,9/17/2020 20:54,swed_lepra,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Москва, Россия",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2053,1.3067e+18,9/17/2020 20:54,HamatiZoher,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2054,1.3067e+18,9/17/2020 20:51,altcoingazette,"b'RT altcoingazette Is Tesla TSLA stock shares overvalued Price Earnings ttm 1,171.25, Price Cash Flow 273.87 conservative Price B xe2 x80 xa6'",0,1,"Tallahassee, Florida",Tesla TSLA ,positive,0.8403506106938687,0.15964938930612904,0.0,0.0,0.0,0.296,neutral
2055,1.3067e+18,9/17/2020 20:51,PunkWreck,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2056,1.3067e+18,9/17/2020 20:50,cmendez,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Querétaro, Querétaro Arteaga",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2057,1.3067e+18,9/17/2020 20:50,ceco831,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Miami, FL",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2058,1.3067e+18,9/17/2020 20:49,JayHouston,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Orlando, FL",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2059,1.3067e+18,9/17/2020 20:47,ryguy3000r,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Chicago, IL",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2060,1.3067e+18,9/17/2020 20:47,renz716,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2061,1.3067e+18,9/17/2020 20:47,ashfaqpro7,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2062,1.3067e+18,9/17/2020 20:46,miavec,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Panama,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2063,1.3067e+18,9/17/2020 20:46,birbaskagezgin,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Kocaeli, Türkiye",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2064,1.3067e+18,9/17/2020 20:46,Taco_Magana,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Taft, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2065,1.3067e+18,9/17/2020 20:46,JoaoP4ul0_,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Manaus, Brasil",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2066,1.3067e+18,9/17/2020 20:45,cxetxno,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2067,1.3067e+18,9/17/2020 20:45,Elijahb21,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Los Angeles, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2068,1.3067e+18,9/17/2020 20:44,cb765,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Tacoma, Washington.",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2069,1.3067e+18,9/17/2020 20:43,greensulphur,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2070,1.30669e+18,9/17/2020 20:42,QMessone,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Holophonor,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2071,1.30669e+18,9/17/2020 20:41,PrydonianYT,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Queensland Ambulance Service,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2072,1.30669e+18,9/17/2020 20:40,H2oBoyBoucher,"b' thejefflutz gwestr He actually logical reason, anti Tesla perhaps shorted stock something'",1,0,Bayou,Tesla ,negative,0.3610494291692531,0.6389505708307456,0.25,0.25,0.25,-0.3182,neutral
2073,1.30669e+18,9/17/2020 20:40,RubenLarap69,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Tipler,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2074,1.30669e+18,9/17/2020 20:39,Art_Mobb,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2075,1.30669e+18,9/17/2020 20:39,NelloreVaasi,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Washington, USA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2076,1.30669e+18,9/17/2020 20:39,karinadag,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,MX,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2077,1.30669e+18,9/17/2020 20:38,Pedroascenbell,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2078,1.30669e+18,9/17/2020 20:37,mjose8314,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Livermore, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2079,1.30669e+18,9/17/2020 20:36,wsupbl,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Fight Club,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2080,1.30669e+18,9/17/2020 20:36,joshuarmoore6,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Las Vegas, NV",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2081,1.30669e+18,9/17/2020 20:32,jzeif15,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,954,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2082,1.30669e+18,9/17/2020 20:32,AMCanaday01,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2083,1.30669e+18,9/17/2020 20:32,chaibapat,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Palo Alto, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2084,1.30669e+18,9/17/2020 20:32,Calibreed310,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Gardena, CA",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2085,1.30669e+18,9/17/2020 20:29,CarpeDiem916,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Sac Town!!!,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2086,1.30669e+18,9/17/2020 20:29,hlizarraga,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2087,1.30669e+18,9/17/2020 20:29,kingjose104,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2088,1.30669e+18,9/17/2020 20:29,Marcosszn_,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Indy 🙌🏼,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2089,1.30669e+18,9/17/2020 20:28,Amitrodedara,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2090,1.30669e+18,9/17/2020 20:28,ohitsjerry22,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2091,1.30669e+18,9/17/2020 20:28,Corvette_1620,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Huntsville, AL",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2092,1.30669e+18,9/17/2020 20:28,soficastanion,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Argentina,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2093,1.30669e+18,9/17/2020 20:28,jStacckkin,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2094,1.30669e+18,9/17/2020 20:27,CliffLWilliams,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Austin, TX",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2095,1.30669e+18,9/17/2020 20:26,_manoj_,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2096,1.30669e+18,9/17/2020 20:25,Puglord101801,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2097,1.30669e+18,9/17/2020 20:24,stephsmithio,b'RT damn ethan Fascinating compare first ever annual reports Tesla Nikola which recently called VectoIQ Acqui xe2 x80 xa6',0,2,World,Tesla Nikola ,positive,0.987156642283327,0.012843357716670892,0.31666666666666665,0.4777777777777778,0.31666666666666665,0.2023,neutral
2098,1.30669e+18,9/17/2020 20:24,Seymournuts1,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2099,1.30669e+18,9/17/2020 20:22,tinotin48841766,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2100,1.30669e+18,9/17/2020 20:22,ozilbilemba,b'RT jlangdon . Nioglobal Congratulations EC6 BelieveInBetter BlueSkyComing NioNation ElectricCar Nio Tesla ElectricVehic xe2 x80 xa6',0,10,,EC6 BelieveInBetter BlueSkyComing NioNation ElectricCar Nio Tesla ,negative,0.4166666666666665,0.5833333333333333,0.0,0.0,0.0,0.5994,positive
2101,1.30669e+18,9/17/2020 20:22,dramalanDiana,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Toronto, Ontario",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2102,1.30669e+18,9/17/2020 20:21,Martin_Groisman,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,Ciudad Autónoma de Buenos Aire,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2103,1.30669e+18,9/17/2020 20:21,lundezz,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2104,1.30669e+18,9/17/2020 20:21,pauramosch,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Monterrey, Nuevo León",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2105,1.30669e+18,9/17/2020 20:20,tiago_gm2,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2106,1.30669e+18,9/17/2020 20:19,USAUSAU52249922,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2107,1.30669e+18,9/17/2020 20:18,razzypls,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2108,1.30669e+18,9/17/2020 20:18,gerriedk,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Pretoria, South Africa",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2109,1.30669e+18,9/17/2020 20:16,SantosMarcos_fk,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2110,1.30669e+18,9/17/2020 20:16,FishyBoi13,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2111,1.30669e+18,9/17/2020 20:15,carlosb57583521,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,,,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
2112,1.30669e+18,9/17/2020 20:15,easymonay_,b'RT pambaker18 elonmusk beyond grateful made car saved husband xe2 x80 x99s life yesterday. My 4 kids thank w xe2 x80 xa6',0,2924,"Créteil, France",,positive,0.5795965324919506,0.4204034675080498,0.0,0.0,0.0,0.8074,positive
